age,gender,device_type,ad_position,time_of_day,click
39.5,Female,Unknown,Top,Afternoon,0
50.0,Female,Desktop,Bottom,Unknown,1
26.0,Non-Binary,Desktop,Side,Unknown,1
30.0,Female,Desktop,Bottom,Afternoon,1
41.0,Unknown,Desktop,Bottom,Afternoon,1
39.5,Male,Mobile,Unknown,Afternoon,0
39.5,Unknown,Mobile,Side,Afternoon,1
41.0,Male,Desktop,Side,Unknown,1
39.5,Male,Tablet,Side,Night,1
34.0,Male,Desktop,Unknown,Evening,1
35.0,Non-Binary,Mobile,Side,Afternoon,0
41.0,Non-Binary,Unknown,Side,Night,1
39.5,Non-Binary,Mobile,Bottom,Unknown,0
33.0,Unknown,Mobile,Unknown,Unknown,1
39.5,Unknown,Mobile,Side,Afternoon,1
39.5,Female,Unknown,Top,Evening,0
48.0,Unknown,Mobile,Side,Night,1
36.0,Female,Desktop,Bottom,Unknown,1
39.5,Unknown,Mobile,Top,Night,1
49.0,Male,Desktop,Top,Afternoon,1
39.5,Non-Binary,Tablet,Side,Unknown,1
57.0,Male,Tablet,Side,Afternoon,1
57.0,Unknown,Mobile,Side,Unknown,1
64.0,Male,Tablet,Top,Morning,0
33.0,Female,Tablet,Top,Night,1
39.5,Non-Binary,Mobile,Bottom,Evening,1
39.5,Non-Binary,Desktop,Top,Afternoon,0
61.0,Female,Tablet,Bottom,Unknown,1
53.0,Unknown,Desktop,Side,Morning,1
39.5,Unknown,Tablet,Side,Night,0
58.0,Non-Binary,Unknown,Top,Afternoon,1
39.5,Male,Tablet,Bottom,Unknown,0
39.5,Unknown,Desktop,Bottom,Morning,0
52.0,Unknown,Desktop,Bottom,Night,0
42.0,Unknown,Unknown,Side,Morning,0
62.0,Unknown,Desktop,Side,Morning,1
25.0,Male,Mobile,Unknown,Evening,0
39.5,Unknown,Tablet,Unknown,Night,0
39.5,Unknown,Unknown,Top,Afternoon,0
45.0,Female,Mobile,Side,Unknown,1
61.0,Unknown,Desktop,Bottom,Unknown,1
30.0,Male,Tablet,Unknown,Evening,1
39.5,Unknown,Desktop,Side,Afternoon,1
39.5,Non-Binary,Unknown,Top,Evening,1
37.0,Female,Desktop,Side,Afternoon,0
39.5,Female,Desktop,Side,Evening,1
39.5,Female,Desktop,Bottom,Unknown,1
36.0,Female,Desktop,Bottom,Afternoon,1
19.0,Male,Desktop,Bottom,Afternoon,1
39.5,Female,Tablet,Top,Night,1
39.5,Non-Binary,Mobile,Bottom,Night,0
39.5,Male,Tablet,Top,Evening,1
52.0,Unknown,Unknown,Bottom,Unknown,1
62.0,Unknown,Mobile,Bottom,Night,1
39.5,Unknown,Unknown,Unknown,Morning,0
43.0,Non-Binary,Mobile,Top,Afternoon,1
36.0,Male,Unknown,Unknown,Morning,1
39.5,Male,Desktop,Top,Night,1
25.0,Female,Mobile,Bottom,Evening,1
54.0,Unknown,Mobile,Bottom,Unknown,1
57.0,Female,Tablet,Top,Unknown,0
55.0,Unknown,Mobile,Side,Morning,0
40.0,Female,Desktop,Side,Morning,1
39.5,Unknown,Tablet,Side,Evening,1
39.5,Non-Binary,Mobile,Bottom,Unknown,1
39.5,Male,Unknown,Bottom,Evening,1
19.0,Unknown,Mobile,Bottom,Unknown,0
35.0,Non-Binary,Tablet,Unknown,Night,1
39.5,Male,Mobile,Unknown,Afternoon,1
24.0,Male,Mobile,Bottom,Night,1
61.0,Male,Tablet,Side,Night,0
39.5,Male,Unknown,Bottom,Night,1
39.5,Female,Desktop,Unknown,Afternoon,1
39.5,Unknown,Desktop,Unknown,Night,1
39.5,Female,Unknown,Top,Unknown,0
39.5,Female,Desktop,Side,Night,1
39.5,Female,Tablet,Side,Night,0
39.5,Female,Mobile,Top,Afternoon,1
55.0,Non-Binary,Unknown,Bottom,Night,0
39.5,Female,Tablet,Unknown,Afternoon,1
22.0,Female,Desktop,Bottom,Morning,0
47.0,Unknown,Mobile,Top,Night,0
39.5,Male,Desktop,Unknown,Morning,1
39.5,Unknown,Desktop,Top,Unknown,1
39.5,Non-Binary,Tablet,Bottom,Night,1
64.0,Unknown,Unknown,Bottom,Afternoon,0
53.0,Non-Binary,Desktop,Bottom,Night,0
39.5,Female,Desktop,Top,Afternoon,0
39.5,Unknown,Unknown,Bottom,Evening,1
28.0,Male,Mobile,Side,Unknown,1
39.5,Unknown,Mobile,Unknown,Night,1
39.5,Unknown,Desktop,Bottom,Morning,1
39.5,Female,Desktop,Side,Unknown,0
42.0,Male,Mobile,Bottom,Morning,0
39.5,Unknown,Unknown,Side,Morning,1
34.0,Unknown,Unknown,Top,Unknown,0
39.5,Unknown,Tablet,Unknown,Night,1
20.0,Unknown,Unknown,Side,Morning,0
39.5,Unknown,Unknown,Side,Evening,1
31.0,Unknown,Desktop,Side,Night,1
39.5,Unknown,Tablet,Side,Morning,1
36.0,Unknown,Tablet,Top,Afternoon,0
39.5,Unknown,Desktop,Top,Night,0
40.0,Unknown,Mobile,Top,Morning,0
41.0,Female,Unknown,Side,Afternoon,1
20.0,Female,Mobile,Bottom,Afternoon,1
43.0,Non-Binary,Mobile,Top,Afternoon,1
39.5,Female,Desktop,Top,Afternoon,0
39.5,Male,Desktop,Side,Morning,1
39.5,Unknown,Unknown,Top,Unknown,1
39.5,Non-Binary,Unknown,Bottom,Evening,1
34.0,Unknown,Tablet,Top,Unknown,0
57.0,Male,Desktop,Side,Unknown,0
56.0,Unknown,Tablet,Bottom,Afternoon,1
58.0,Unknown,Unknown,Top,Afternoon,1
40.0,Unknown,Desktop,Unknown,Afternoon,1
33.0,Unknown,Tablet,Side,Morning,1
39.5,Unknown,Unknown,Side,Afternoon,1
39.5,Unknown,Desktop,Bottom,Evening,1
21.0,Unknown,Mobile,Unknown,Unknown,1
39.5,Non-Binary,Tablet,Top,Morning,1
39.5,Non-Binary,Tablet,Side,Unknown,0
51.0,Unknown,Mobile,Bottom,Unknown,0
61.0,Unknown,Unknown,Bottom,Afternoon,1
39.5,Female,Desktop,Unknown,Evening,0
64.0,Unknown,Mobile,Bottom,Night,0
39.5,Non-Binary,Tablet,Bottom,Afternoon,0
39.5,Non-Binary,Mobile,Top,Morning,0
26.0,Non-Binary,Desktop,Unknown,Evening,1
39.5,Female,Unknown,Bottom,Night,1
43.0,Male,Unknown,Bottom,Evening,1
57.0,Non-Binary,Mobile,Side,Unknown,1
25.0,Female,Mobile,Unknown,Unknown,1
18.0,Female,Tablet,Side,Unknown,0
39.5,Unknown,Desktop,Unknown,Night,0
19.0,Unknown,Unknown,Top,Morning,1
23.0,Non-Binary,Tablet,Unknown,Morning,1
39.5,Male,Tablet,Side,Night,1
49.0,Unknown,Tablet,Side,Afternoon,0
29.0,Female,Desktop,Unknown,Afternoon,1
56.0,Unknown,Desktop,Side,Night,0
54.0,Female,Tablet,Unknown,Evening,1
63.0,Female,Desktop,Side,Evening,0
40.0,Non-Binary,Mobile,Side,Night,1
39.5,Unknown,Tablet,Bottom,Morning,0
22.0,Non-Binary,Unknown,Unknown,Night,0
39.5,Unknown,Unknown,Side,Morning,1
26.0,Unknown,Unknown,Bottom,Night,0
54.0,Female,Tablet,Top,Unknown,1
18.0,Unknown,Desktop,Top,Night,0
39.5,Non-Binary,Desktop,Top,Unknown,1
22.0,Male,Desktop,Unknown,Night,1
20.0,Female,Mobile,Top,Afternoon,1
39.5,Non-Binary,Desktop,Bottom,Night,1
39.5,Female,Desktop,Bottom,Unknown,1
39.5,Unknown,Tablet,Unknown,Unknown,1
48.0,Unknown,Unknown,Bottom,Evening,0
39.5,Unknown,Mobile,Bottom,Evening,1
39.5,Male,Desktop,Unknown,Evening,1
23.0,Male,Desktop,Top,Afternoon,0
39.5,Unknown,Desktop,Bottom,Evening,1
32.0,Female,Desktop,Top,Night,1
39.5,Unknown,Unknown,Bottom,Unknown,0
43.0,Non-Binary,Unknown,Top,Unknown,1
29.0,Male,Tablet,Side,Unknown,1
30.0,Male,Mobile,Bottom,Evening,0
58.0,Female,Tablet,Bottom,Unknown,0
39.5,Unknown,Mobile,Top,Unknown,1
39.5,Unknown,Desktop,Side,Morning,1
61.0,Non-Binary,Unknown,Bottom,Afternoon,1
39.5,Unknown,Unknown,Side,Evening,1
39.5,Male,Mobile,Side,Unknown,1
19.0,Non-Binary,Desktop,Top,Morning,1
36.0,Unknown,Mobile,Unknown,Unknown,0
39.5,Unknown,Mobile,Bottom,Night,1
39.5,Non-Binary,Unknown,Side,Morning,0
62.0,Unknown,Mobile,Unknown,Morning,0
46.0,Female,Tablet,Side,Morning,1
39.5,Unknown,Tablet,Bottom,Afternoon,1
43.0,Unknown,Unknown,Side,Night,1
38.0,Non-Binary,Tablet,Bottom,Morning,1
56.0,Unknown,Tablet,Unknown,Afternoon,1
59.0,Unknown,Tablet,Side,Unknown,1
39.5,Female,Desktop,Unknown,Morning,0
39.5,Unknown,Mobile,Bottom,Unknown,1
56.0,Male,Desktop,Side,Unknown,0
42.0,Unknown,Tablet,Unknown,Afternoon,1
39.5,Male,Tablet,Bottom,Unknown,1
39.5,Unknown,Mobile,Bottom,Afternoon,1
18.0,Unknown,Mobile,Unknown,Night,0
39.5,Male,Desktop,Unknown,Evening,1
40.0,Non-Binary,Mobile,Side,Night,0
39.5,Unknown,Tablet,Side,Evening,0
39.5,Non-Binary,Mobile,Bottom,Afternoon,1
28.0,Non-Binary,Desktop,Side,Unknown,1
39.5,Female,Tablet,Bottom,Night,1
53.0,Non-Binary,Tablet,Bottom,Evening,0
32.0,Non-Binary,Mobile,Unknown,Morning,1
57.0,Non-Binary,Mobile,Unknown,Night,1
50.0,Non-Binary,Mobile,Top,Unknown,0
39.5,Female,Unknown,Unknown,Evening,0
39.5,Unknown,Unknown,Unknown,Evening,0
39.5,Unknown,Desktop,Top,Evening,0
53.0,Non-Binary,Tablet,Top,Night,1
39.5,Unknown,Tablet,Unknown,Evening,1
39.5,Female,Unknown,Top,Unknown,1
47.0,Non-Binary,Unknown,Bottom,Morning,0
22.0,Unknown,Desktop,Top,Afternoon,1
19.0,Male,Desktop,Bottom,Afternoon,1
39.5,Male,Desktop,Unknown,Evening,1
39.5,Unknown,Desktop,Side,Evening,1
39.5,Male,Unknown,Bottom,Evening,0
39.5,Female,Unknown,Side,Evening,1
52.0,Unknown,Tablet,Bottom,Morning,1
57.0,Male,Mobile,Top,Evening,1
39.5,Non-Binary,Desktop,Top,Evening,0
39.5,Female,Unknown,Top,Afternoon,0
39.5,Non-Binary,Tablet,Side,Morning,1
32.0,Unknown,Tablet,Unknown,Evening,0
61.0,Unknown,Tablet,Unknown,Afternoon,1
39.5,Female,Desktop,Side,Unknown,1
44.0,Male,Desktop,Unknown,Afternoon,0
24.0,Male,Mobile,Unknown,Night,1
62.0,Female,Tablet,Side,Unknown,0
39.5,Non-Binary,Unknown,Unknown,Unknown,1
39.5,Female,Mobile,Unknown,Night,1
39.5,Unknown,Tablet,Unknown,Night,0
34.0,Unknown,Mobile,Unknown,Morning,1
58.0,Unknown,Desktop,Side,Unknown,1
41.0,Female,Mobile,Side,Unknown,0
58.0,Unknown,Unknown,Top,Afternoon,1
39.5,Female,Mobile,Top,Night,0
20.0,Unknown,Tablet,Side,Unknown,1
44.0,Female,Desktop,Unknown,Unknown,0
28.0,Male,Mobile,Side,Night,0
39.5,Female,Desktop,Side,Morning,1
42.0,Unknown,Desktop,Top,Night,1
39.5,Unknown,Desktop,Bottom,Unknown,1
62.0,Unknown,Unknown,Unknown,Morning,0
37.0,Unknown,Tablet,Side,Afternoon,1
49.0,Male,Desktop,Top,Afternoon,1
39.5,Unknown,Unknown,Side,Morning,1
28.0,Female,Desktop,Top,Morning,1
39.5,Non-Binary,Unknown,Bottom,Unknown,1
28.0,Male,Desktop,Side,Evening,1
39.5,Male,Mobile,Bottom,Afternoon,0
39.5,Female,Desktop,Bottom,Unknown,1
46.0,Unknown,Mobile,Side,Morning,1
62.0,Unknown,Desktop,Bottom,Night,1
18.0,Non-Binary,Desktop,Side,Unknown,0
21.0,Unknown,Mobile,Top,Evening,1
18.0,Female,Mobile,Bottom,Morning,0
19.0,Unknown,Tablet,Top,Evening,1
39.5,Female,Tablet,Bottom,Evening,1
40.0,Unknown,Desktop,Side,Unknown,1
44.0,Unknown,Tablet,Side,Unknown,1
39.5,Unknown,Desktop,Side,Evening,0
26.0,Non-Binary,Desktop,Side,Unknown,1
39.5,Unknown,Tablet,Side,Afternoon,1
39.5,Male,Unknown,Unknown,Night,0
47.0,Female,Unknown,Bottom,Night,0
39.5,Non-Binary,Tablet,Bottom,Morning,1
36.0,Female,Mobile,Top,Morning,1
48.0,Non-Binary,Unknown,Side,Night,0
37.0,Female,Tablet,Side,Unknown,0
26.0,Non-Binary,Mobile,Unknown,Evening,1
55.0,Unknown,Tablet,Side,Evening,1
39.5,Unknown,Tablet,Side,Evening,1
39.5,Unknown,Mobile,Side,Evening,0
39.5,Non-Binary,Mobile,Bottom,Morning,1
44.0,Male,Tablet,Side,Evening,1
39.5,Female,Mobile,Bottom,Evening,1
39.5,Unknown,Tablet,Bottom,Night,0
57.0,Unknown,Desktop,Bottom,Night,1
39.5,Non-Binary,Desktop,Bottom,Unknown,1
34.0,Unknown,Mobile,Top,Morning,1
39.5,Non-Binary,Tablet,Bottom,Evening,0
42.0,Unknown,Mobile,Bottom,Evening,0
57.0,Unknown,Mobile,Unknown,Evening,0
39.5,Unknown,Mobile,Side,Afternoon,1
19.0,Unknown,Unknown,Top,Evening,1
39.5,Female,Desktop,Bottom,Morning,0
39.5,Male,Tablet,Bottom,Evening,1
63.0,Male,Desktop,Side,Night,1
39.5,Non-Binary,Mobile,Unknown,Evening,1
43.0,Non-Binary,Unknown,Unknown,Afternoon,1
59.0,Male,Desktop,Top,Afternoon,1
21.0,Unknown,Mobile,Bottom,Morning,0
39.5,Unknown,Tablet,Side,Evening,1
39.5,Non-Binary,Tablet,Side,Unknown,1
49.0,Female,Desktop,Unknown,Morning,0
26.0,Unknown,Mobile,Side,Unknown,0
39.5,Unknown,Unknown,Side,Night,1
18.0,Unknown,Tablet,Top,Night,0
39.5,Non-Binary,Tablet,Bottom,Unknown,1
39.5,Male,Tablet,Side,Night,1
29.0,Non-Binary,Tablet,Bottom,Morning,0
34.0,Female,Mobile,Side,Evening,0
26.0,Male,Tablet,Unknown,Night,1
39.5,Unknown,Tablet,Side,Afternoon,0
39.5,Unknown,Desktop,Side,Night,1
25.0,Unknown,Mobile,Top,Afternoon,0
62.0,Unknown,Tablet,Side,Unknown,0
39.5,Unknown,Tablet,Bottom,Night,0
39.5,Unknown,Unknown,Bottom,Night,1
40.0,Unknown,Desktop,Unknown,Morning,1
39.5,Non-Binary,Desktop,Side,Afternoon,1
34.0,Female,Mobile,Bottom,Morning,1
39.5,Unknown,Tablet,Top,Afternoon,1
29.0,Male,Tablet,Bottom,Morning,1
36.0,Unknown,Tablet,Side,Morning,1
43.0,Male,Tablet,Bottom,Morning,0
32.0,Unknown,Mobile,Bottom,Unknown,1
61.0,Non-Binary,Mobile,Unknown,Evening,0
46.0,Female,Tablet,Side,Afternoon,1
39.5,Non-Binary,Mobile,Side,Evening,1
57.0,Male,Mobile,Top,Evening,0
39.5,Non-Binary,Mobile,Side,Night,1
39.0,Female,Tablet,Bottom,Morning,0
48.0,Female,Tablet,Side,Afternoon,1
59.0,Unknown,Desktop,Bottom,Evening,0
52.0,Female,Mobile,Top,Unknown,1
62.0,Female,Desktop,Unknown,Afternoon,1
62.0,Non-Binary,Mobile,Side,Unknown,0
39.5,Female,Unknown,Bottom,Evening,1
36.0,Unknown,Desktop,Bottom,Morning,1
39.5,Male,Unknown,Unknown,Night,1
38.0,Unknown,Desktop,Unknown,Afternoon,1
39.5,Male,Desktop,Unknown,Night,0
39.5,Male,Tablet,Side,Unknown,1
38.0,Unknown,Tablet,Side,Afternoon,1
49.0,Unknown,Tablet,Top,Morning,0
20.0,Female,Mobile,Top,Afternoon,1
39.5,Non-Binary,Desktop,Top,Evening,1
39.5,Unknown,Desktop,Bottom,Night,1
39.5,Unknown,Desktop,Side,Unknown,1
39.5,Unknown,Tablet,Top,Morning,1
39.5,Male,Tablet,Bottom,Evening,1
52.0,Non-Binary,Unknown,Top,Unknown,0
25.0,Male,Desktop,Unknown,Night,1
40.0,Unknown,Tablet,Unknown,Afternoon,0
38.0,Unknown,Desktop,Unknown,Afternoon,1
29.0,Unknown,Tablet,Unknown,Afternoon,1
39.5,Unknown,Mobile,Unknown,Night,0
45.0,Female,Unknown,Bottom,Afternoon,0
39.5,Male,Mobile,Unknown,Morning,0
39.5,Female,Desktop,Top,Unknown,1
38.0,Unknown,Desktop,Side,Unknown,1
58.0,Unknown,Mobile,Unknown,Evening,1
50.0,Unknown,Tablet,Bottom,Unknown,0
57.0,Female,Mobile,Bottom,Unknown,0
56.0,Unknown,Unknown,Bottom,Afternoon,1
45.0,Unknown,Desktop,Side,Night,1
39.5,Non-Binary,Desktop,Unknown,Morning,0
39.5,Male,Tablet,Bottom,Morning,1
39.5,Female,Mobile,Top,Afternoon,1
33.0,Unknown,Mobile,Side,Night,0
54.0,Unknown,Mobile,Unknown,Night,1
39.5,Female,Mobile,Bottom,Evening,0
39.5,Female,Mobile,Top,Unknown,0
59.0,Unknown,Tablet,Unknown,Night,1
39.5,Unknown,Desktop,Side,Afternoon,1
39.5,Non-Binary,Tablet,Side,Unknown,1
61.0,Unknown,Tablet,Side,Morning,1
39.5,Female,Unknown,Top,Morning,1
31.0,Unknown,Desktop,Bottom,Night,1
39.5,Unknown,Desktop,Unknown,Afternoon,1
42.0,Non-Binary,Desktop,Top,Night,1
39.5,Unknown,Unknown,Top,Afternoon,0
43.0,Unknown,Desktop,Side,Morning,1
64.0,Unknown,Mobile,Side,Afternoon,1
24.0,Unknown,Unknown,Top,Night,0
39.5,Non-Binary,Tablet,Top,Afternoon,0
39.5,Unknown,Desktop,Top,Unknown,0
39.5,Male,Desktop,Top,Unknown,0
39.5,Non-Binary,Mobile,Bottom,Morning,1
60.0,Unknown,Unknown,Unknown,Afternoon,0
39.5,Unknown,Desktop,Bottom,Night,0
39.5,Male,Tablet,Top,Evening,1
38.0,Unknown,Unknown,Unknown,Afternoon,1
39.5,Unknown,Mobile,Side,Morning,0
22.0,Unknown,Mobile,Top,Evening,0
40.0,Unknown,Desktop,Bottom,Morning,1
23.0,Female,Unknown,Unknown,Evening,1
39.5,Non-Binary,Desktop,Side,Afternoon,1
49.0,Male,Mobile,Unknown,Unknown,1
39.5,Unknown,Desktop,Side,Afternoon,0
28.0,Male,Mobile,Unknown,Afternoon,1
58.0,Unknown,Mobile,Side,Unknown,1
39.5,Non-Binary,Desktop,Bottom,Afternoon,1
24.0,Male,Mobile,Bottom,Night,1
39.5,Male,Desktop,Top,Morning,1
41.0,Female,Mobile,Top,Unknown,1
24.0,Non-Binary,Mobile,Top,Afternoon,0
39.5,Male,Unknown,Unknown,Morning,1
39.5,Male,Mobile,Bottom,Afternoon,1
39.5,Unknown,Mobile,Side,Afternoon,1
39.5,Unknown,Unknown,Bottom,Night,0
39.5,Female,Mobile,Top,Unknown,1
39.5,Unknown,Desktop,Bottom,Afternoon,1
30.0,Unknown,Mobile,Side,Night,1
41.0,Unknown,Tablet,Top,Evening,1
41.0,Female,Desktop,Top,Afternoon,0
39.5,Female,Desktop,Top,Morning,1
25.0,Female,Unknown,Bottom,Morning,0
35.0,Female,Tablet,Unknown,Evening,1
34.0,Female,Mobile,Bottom,Afternoon,1
60.0,Male,Desktop,Side,Night,0
39.5,Non-Binary,Unknown,Side,Evening,0
46.0,Unknown,Desktop,Unknown,Morning,1
56.0,Unknown,Desktop,Top,Afternoon,1
49.0,Non-Binary,Unknown,Top,Morning,1
39.5,Non-Binary,Tablet,Top,Unknown,1
26.0,Non-Binary,Tablet,Top,Evening,0
45.0,Non-Binary,Desktop,Top,Unknown,0
39.5,Female,Mobile,Bottom,Afternoon,1
39.5,Male,Mobile,Bottom,Morning,1
46.0,Unknown,Desktop,Bottom,Evening,1
39.5,Female,Mobile,Top,Morning,1
39.5,Non-Binary,Tablet,Unknown,Afternoon,1
39.5,Non-Binary,Unknown,Side,Afternoon,1
39.5,Non-Binary,Tablet,Unknown,Evening,1
48.0,Female,Desktop,Top,Afternoon,0
39.5,Male,Unknown,Unknown,Evening,1
39.5,Non-Binary,Mobile,Unknown,Night,1
39.5,Unknown,Desktop,Bottom,Morning,0
39.5,Unknown,Unknown,Bottom,Evening,0
39.5,Male,Unknown,Unknown,Morning,1
54.0,Unknown,Unknown,Top,Evening,1
39.5,Unknown,Desktop,Side,Evening,1
20.0,Unknown,Desktop,Unknown,Morning,0
53.0,Unknown,Mobile,Side,Morning,1
39.5,Male,Mobile,Bottom,Night,0
43.0,Unknown,Unknown,Unknown,Evening,1
53.0,Male,Desktop,Top,Unknown,0
39.5,Unknown,Mobile,Unknown,Morning,1
40.0,Unknown,Desktop,Side,Afternoon,1
39.5,Non-Binary,Desktop,Top,Unknown,0
39.5,Unknown,Mobile,Top,Evening,1
39.5,Female,Tablet,Top,Night,1
60.0,Unknown,Tablet,Side,Afternoon,1
39.5,Unknown,Desktop,Unknown,Morning,1
42.0,Non-Binary,Desktop,Top,Night,1
43.0,Male,Mobile,Bottom,Evening,1
39.5,Unknown,Mobile,Side,Afternoon,1
39.5,Unknown,Desktop,Side,Morning,1
24.0,Female,Mobile,Top,Afternoon,0
39.5,Female,Unknown,Top,Morning,0
39.5,Male,Unknown,Side,Night,1
39.5,Female,Mobile,Side,Evening,0
39.5,Female,Unknown,Bottom,Evening,1
39.5,Non-Binary,Desktop,Bottom,Afternoon,1
39.5,Male,Desktop,Top,Morning,0
39.5,Non-Binary,Tablet,Unknown,Unknown,0
56.0,Female,Tablet,Bottom,Morning,1
24.0,Male,Mobile,Bottom,Night,1
37.0,Unknown,Unknown,Bottom,Evening,0
52.0,Female,Unknown,Top,Morning,1
39.5,Non-Binary,Tablet,Unknown,Afternoon,1
28.0,Unknown,Tablet,Side,Evening,1
39.5,Unknown,Tablet,Top,Afternoon,0
39.5,Non-Binary,Desktop,Bottom,Evening,0
39.5,Unknown,Desktop,Unknown,Evening,0
22.0,Unknown,Desktop,Unknown,Unknown,1
39.5,Female,Desktop,Top,Night,1
24.0,Unknown,Unknown,Side,Unknown,1
43.0,Non-Binary,Unknown,Side,Night,1
21.0,Unknown,Tablet,Bottom,Afternoon,1
39.0,Male,Desktop,Top,Morning,0
39.5,Male,Desktop,Bottom,Afternoon,0
54.0,Female,Tablet,Top,Evening,1
44.0,Female,Tablet,Bottom,Night,0
36.0,Female,Desktop,Unknown,Afternoon,1
39.5,Unknown,Desktop,Top,Afternoon,1
39.5,Non-Binary,Unknown,Side,Evening,1
60.0,Unknown,Mobile,Bottom,Morning,0
39.5,Unknown,Desktop,Bottom,Night,1
39.5,Unknown,Tablet,Side,Unknown,0
34.0,Non-Binary,Mobile,Bottom,Afternoon,1
38.0,Non-Binary,Unknown,Top,Unknown,1
49.0,Male,Desktop,Top,Morning,1
19.0,Male,Tablet,Side,Morning,1
47.0,Unknown,Unknown,Bottom,Afternoon,1
39.5,Female,Desktop,Top,Night,0
28.0,Unknown,Tablet,Side,Evening,1
39.5,Male,Tablet,Side,Night,1
32.0,Non-Binary,Mobile,Bottom,Night,0
44.0,Male,Desktop,Bottom,Morning,0
39.5,Non-Binary,Mobile,Side,Night,0
39.5,Unknown,Desktop,Side,Morning,1
44.0,Male,Tablet,Unknown,Unknown,1
39.5,Unknown,Unknown,Bottom,Evening,1
39.5,Unknown,Desktop,Bottom,Unknown,1
39.5,Male,Unknown,Top,Unknown,0
61.0,Female,Mobile,Unknown,Morning,0
39.5,Non-Binary,Mobile,Side,Night,1
64.0,Unknown,Tablet,Top,Night,0
23.0,Male,Mobile,Side,Afternoon,0
39.5,Non-Binary,Tablet,Top,Night,1
21.0,Female,Mobile,Side,Night,1
25.0,Female,Tablet,Side,Unknown,0
31.0,Male,Desktop,Bottom,Evening,0
39.5,Unknown,Desktop,Bottom,Night,1
61.0,Non-Binary,Desktop,Top,Unknown,0
45.0,Female,Mobile,Side,Evening,0
39.5,Non-Binary,Mobile,Side,Afternoon,1
38.0,Non-Binary,Desktop,Unknown,Morning,0
26.0,Non-Binary,Tablet,Unknown,Morning,1
39.5,Unknown,Unknown,Bottom,Unknown,0
39.5,Unknown,Unknown,Side,Night,1
27.0,Unknown,Tablet,Side,Evening,1
39.5,Unknown,Mobile,Side,Morning,1
39.5,Unknown,Mobile,Bottom,Unknown,1
39.5,Unknown,Mobile,Top,Evening,1
39.5,Unknown,Unknown,Bottom,Morning,0
32.0,Female,Desktop,Bottom,Morning,0
39.5,Unknown,Mobile,Top,Night,1
57.0,Male,Unknown,Top,Evening,1
39.5,Non-Binary,Desktop,Top,Night,1
39.5,Male,Mobile,Bottom,Night,1
29.0,Unknown,Desktop,Bottom,Afternoon,1
39.5,Unknown,Tablet,Unknown,Morning,1
60.0,Unknown,Mobile,Bottom,Afternoon,0
62.0,Unknown,Unknown,Bottom,Night,1
39.5,Male,Unknown,Unknown,Afternoon,1
21.0,Unknown,Mobile,Side,Night,1
39.5,Male,Desktop,Side,Afternoon,1
39.5,Male,Desktop,Unknown,Night,1
22.0,Male,Tablet,Bottom,Unknown,1
42.0,Male,Unknown,Bottom,Unknown,1
22.0,Unknown,Desktop,Top,Afternoon,1
39.5,Female,Tablet,Side,Evening,0
62.0,Unknown,Unknown,Top,Morning,0
50.0,Female,Desktop,Bottom,Evening,1
28.0,Male,Mobile,Side,Morning,1
39.5,Unknown,Desktop,Top,Night,0
26.0,Female,Mobile,Bottom,Evening,1
39.5,Unknown,Unknown,Unknown,Morning,0
38.0,Non-Binary,Desktop,Bottom,Afternoon,0
39.5,Female,Desktop,Top,Morning,1
53.0,Female,Desktop,Side,Afternoon,0
19.0,Unknown,Unknown,Unknown,Morning,1
39.5,Non-Binary,Unknown,Top,Morning,1
39.5,Male,Desktop,Bottom,Evening,0
39.5,Unknown,Mobile,Unknown,Unknown,0
39.5,Non-Binary,Mobile,Unknown,Afternoon,1
39.5,Unknown,Mobile,Unknown,Afternoon,1
49.0,Male,Desktop,Top,Morning,1
39.5,Unknown,Desktop,Top,Unknown,1
38.0,Unknown,Mobile,Top,Afternoon,0
52.0,Non-Binary,Desktop,Top,Evening,0
49.0,Female,Tablet,Bottom,Evening,0
20.0,Female,Unknown,Side,Night,0
21.0,Unknown,Unknown,Top,Evening,1
39.5,Unknown,Unknown,Side,Morning,1
26.0,Female,Mobile,Top,Afternoon,1
24.0,Unknown,Desktop,Bottom,Morning,1
39.5,Unknown,Tablet,Top,Evening,0
39.5,Female,Desktop,Bottom,Afternoon,1
43.0,Male,Mobile,Bottom,Evening,1
43.0,Unknown,Desktop,Unknown,Morning,1
39.5,Unknown,Mobile,Side,Evening,1
39.5,Unknown,Mobile,Unknown,Morning,1
39.5,Unknown,Unknown,Bottom,Unknown,1
39.5,Unknown,Desktop,Bottom,Evening,1
39.5,Non-Binary,Tablet,Side,Afternoon,1
39.5,Male,Unknown,Top,Night,1
34.0,Male,Mobile,Top,Unknown,1
59.0,Unknown,Tablet,Side,Evening,1
39.5,Female,Mobile,Top,Morning,1
39.5,Female,Desktop,Bottom,Unknown,1
39.5,Male,Tablet,Unknown,Evening,0
39.5,Unknown,Mobile,Unknown,Afternoon,0
29.0,Unknown,Desktop,Bottom,Afternoon,1
39.5,Female,Tablet,Top,Morning,0
39.5,Female,Desktop,Side,Afternoon,1
39.5,Non-Binary,Unknown,Top,Afternoon,1
63.0,Unknown,Tablet,Unknown,Afternoon,1
27.0,Non-Binary,Mobile,Unknown,Morning,1
26.0,Unknown,Mobile,Side,Night,1
39.5,Female,Unknown,Unknown,Evening,1
39.5,Male,Desktop,Bottom,Evening,1
